name,mass,distance
Kepler-1387 b,0.749,455.358
Kepler-1388 b,7.22,453.795
Kepler-1388 c,5.73,453.795
Kepler-1388 d,8.55,453.795
Kepler-1388 e,6.62,453.795
Kepler-1389 b,3.78,497.093
Kepler-139 b,8.96,391.038
Kepler-139 c,11.4,391.038
Kepler-1390 b,1.76,723.431
Kepler-1391 b,3.46,1038.35
Kepler-1392 b,4.5,1117
Kepler-1393 b,0.437,544.456
Kepler-1394 b,2.51,640.409
Kepler-1395 b,0.437,492.894
Kepler-1396 b,4.94,1066.46
Kepler-1397 b,3.61,1198.25
Kepler-1398 b,0.666,852.204
Kepler-1398 c,1.08,852.204
Kepler-1399 b,2.1,1385.7
Kepler-14 b,2669.66,798
Kepler-140 b,3.22,583.859
Kepler-140 c,3.89,583.859
Kepler-1400 b,3.26,752.237
Kepler-1401 b,3.46,1425.43
Kepler-1402 b,0.363,1493.64
Kepler-1403 b,5.22,2163.9
Kepler-1404 b,4.7,962.183
Kepler-1405 b,14.9,1530.3
Kepler-1406 b,1.37,572.403
Kepler-1407 b,5.69,1396.41
Kepler-1408 b,0.64,535.048
Kepler-1409 b,1.12,694.89
Kepler-141 b,0.257,301.183
Kepler-141 c,2.57,301.183
Kepler-1410 b,3.82,367
Kepler-1411 b,8.35,1660.48
Kepler-1412 b,0.498,755.678
Kepler-1413 b,3.97,1167.49
Kepler-1414 b,2.04,570.835
Kepler-1415 b,2.21,1043.56
Kepler-1416 b,0.615,949.59
Kepler-1417 b,0.972,991.845
Kepler-1418 b,3.39,499
Kepler-1419 b,8.55,1498.58
Kepler-142 b,4.62,548.686
Kepler-142 c,8.55,548.686
Kepler-142 d,5.31,548.686
Kepler-1420 b,2.18,1054.37
Kepler-1421 b,0.749,783.401
Kepler-1422 b,4.74,2465.84
Kepler-1423 b,1.2,449
Kepler-1424 b,1.65,661.421
Kepler-1425 b,0.779,863.873
Kepler-1426 b,3.05,1697.81
Kepler-1427 b,1.37,1220
Kepler-1428 b,3.33,1530.32
Kepler-1429 b,2.21,1214.09
Kepler-143 b,6.39,809.467
Kepler-143 c,11.3,809.467
Kepler-1430 b,1.76,875.523
Kepler-1431 b,2.76,1623.24
Kepler-1432 b,5.56,2171.87
Kepler-1433 b,3.05,1328
Kepler-1434 b,1.41,775.529
Kepler-1435 b,0.566,704.211
Kepler-1436 b,2.27,2530.62
Kepler-1437 b,2.45,2101.69
Kepler-1438 b,0.779,1154.13
Kepler-1439 b,2.73,225.393
Kepler-144 b,2.33,384.917
Kepler-144 c,2.39,384.917
Kepler-1440 b,2.13,1115.35
Kepler-1441 b,2.27,1110.48
Kepler-1442 b,14.7,608.68
Kepler-1443 b,0.871,593.646
Kepler-1444 b,5.39,319.675
Kepler-1445 b,0.84,506.357
Kepler-1446 b,0.477,152.075
Kepler-1447 b,8.75,890.296
Kepler-1448 b,3.22,768.903
Kepler-1449 b,3.46,2006.48
Kepler-145 b,37.1,566.85
Kepler-145 c,79.4,566.85
Kepler-1450 b,3.57,505.829
Kepler-1451 b,11.2,1058.72
Kepler-1452 b,7.75,996.32
Kepler-1453 b,7.61,1196.04
Kepler-1454 b,4.19,780.566
Kepler-1455 b,5.31,357.621
Kepler-1456 b,1.55,370.312
Kepler-1457 b,4.62,889.885
Kepler-1458 b,8.05,544.45
Kepler-1459 b,2.42,455.479
Kepler-146 b,13.3,716.797
Kepler-146 c,9.96,716.797
Kepler-1460 b,4.5,553.218
Kepler-1461 b,4.78,679.106
Kepler-1462 b,14,1017.82
Kepler-1463 b,4.12,1687.47
Kepler-1464 b,3.39,1151.73
Kepler-1464 c,0.972,1151.73
Kepler-1465 b,3.78,359.497
Kepler-1466 b,3.02,631.949
Kepler-1467 b,10.9,852.888
Kepler-1468 b,3.64,1899.24
Kepler-1468 c,1.6,1899.24
Kepler-1468 d,11.1,1899.24
Kepler-1469 b,8.25,1159.3
Kepler-147 b,2.96,1042.02
Kepler-147 c,6.48,1042.02
Kepler-1470 b,1.24,590.601
Kepler-1471 b,2.57,978.678
Kepler-1472 b,4.27,1479.14
Kepler-1473 b,1.81,652.253
Kepler-1474 b,5.31,1180.9
Kepler-1475 b,8.85,1568.38
Kepler-1476 b,3.43,1002.74
Kepler-1477 b,1.76,680.828
Kepler-1478 b,3.64,1845.58
Kepler-1479 b,4.01,728.668
Kepler-148 b,3.89,791.163
Kepler-148 c,12.6,791.163
Kepler-148 d,56.3,791.163
Kepler-1480 b,3.43,500.892
Kepler-1481 b,2.04,459.076
Kepler-1482 b,1.01,567.556
Kepler-1483 b,2.92,1273.78
Kepler-1484 b,5.1,2879.83
Kepler-1485 b,2.76,615.66
Kepler-1486 b,5.99,1769.14
Kepler-1487 b,5.18,1014.62
Kepler-1488 b,4.12,905.825
Kepler-1488 c,3.37,905.825
Kepler-1489 b,3.78,1283.05
Kepler-149 b,16.5,571.034
Kepler-149 c,3.22,571.034
Kepler-149 d,14.9,571.034
Kepler-1490 b,9.48,862.92
Kepler-1491 b,2.89,2065.59
Kepler-1492 b,2.83,331.553
Kepler-1493 b,2.57,555.051
Kepler-1494 b,9.64,1285.48
Kepler-1495 b,8.96,1355.54
Kepler-1496 b,5.56,1307.66
Kepler-1497 b,3.39,1122
Kepler-1498 b,2.33,740
Kepler-1499 b,1.81,309.869
Kepler-15 b,209.76,739.412
Kepler-150 b,2.1,891.092
Kepler-150 c,13.2,891.092
Kepler-150 d,8.2,891.092
Kepler-150 e,9.91,891.092
Kepler-150 f,12.9,891.092
Kepler-1500 b,1.87,1217.82
Kepler-1501 b,3.05,749.06
Kepler-1502 b,10.2,1514.02
Kepler-1503 b,5.77,1225.57
Kepler-1504 b,5.18,2435.94
Kepler-1505 b,0.749,495.148
Kepler-1506 b,2.3,2366.02
Kepler-1507 b,0.52,320.478
Kepler-1508 b,2.33,1260.28
Kepler-1509 b,4.08,2002.96
Kepler-151 b,9.59,649.919
Kepler-151 c,5.02,649.919
Kepler-1510 b,11.2,1696.25
Kepler-1511 b,3.46,1475.6
Kepler-1512 b,1.76,162
Kepler-1513 b,53.9,349.247
Kepler-1514 b,1678.1424,397.292
Kepler-1514 c,1.74,397.292
Kepler-1515 b,66.2,539.321
Kepler-1516 b,3.71,1358.95
Kepler-1517 b,68.7,847.299
Kepler-1518 b,9.53,903.51
Kepler-1519 b,39.6,1441.63
Kepler-152 b,8.2,441.09
Kepler-152 c,6.3,441.09
Kepler-1520 b,28.1,607.917
Kepler-1521 b,6.8,206.983
Kepler-1522 b,3.64,814.125
Kepler-1523 b,3.12,865.596
Kepler-1524 b,12.3,381.773
Kepler-1525 b,0.693,382.989
Kepler-1526 b,6.48,555.574
Kepler-1527 b,20.4,1842.13
Kepler-1528 b,2.73,817.534
Kepler-1529 b,5.06,661.014
Kepler-153 b,8.85,459.368
Kepler-153 c,6.94,459.368
Kepler-1530 b,3.33,489.876
Kepler-1530 c,3.36,489.876
Kepler-1530 d,10.8,489.876
Kepler-1531 b,1.41,666.334
Kepler-1532 b,2.39,798.246
Kepler-1533 b,11.8,966.801
Kepler-1534 b,4.23,1107
Kepler-1535 b,7.04,897.733
Kepler-1536 b,10,387.248
Kepler-1537 b,1.76,517.292
Kepler-1538 b,8.35,1125.3
Kepler-1539 b,7.75,748.326
Kepler-154 b,5.73,915.212
Kepler-154 c,9.01,915.212
Kepler-154 d,14.1,915.212
Kepler-154 e,2.86,915.212
Kepler-154 f,2.86,915.212
Kepler-1540 b,6.76,244.96
Kepler-1541 b,1.65,416.692
Kepler-1542 b,0.363,399.114
Kepler-1542 c,0.208,399.114
Kepler-1542 d,0.59,399.114
Kepler-1542 e,0.363,399.114
Kepler-1543 b,7.8,921.784
Kepler-1544 b,3.82,335.09
Kepler-1545 b,7.75,729.964
Kepler-1546 b,9.96,931.956
Kepler-1547 b,0.666,674.695
Kepler-1548 b,7.46,872.279
Kepler-1549 b,7.13,803.052
Kepler-155 b,5.02,293.499
Kepler-155 c,5.65,293.499
Kepler-1550 b,9.38,1179.01
Kepler-1551 b,7.56,1463.72
Kepler-1552 b,6.66,769.096
Kepler-1553 b,1.6,692.594
Kepler-1554 b,8.75,946.847
Kepler-1555 b,3.22,2013.27
Kepler-1556 b,4.5,944.54
Kepler-1557 b,2.96,1380.16
Kepler-1558 b,0.244,325.737
Kepler-1559 b,0.299,614.827
Kepler-156 b,5.9,443.483
Kepler-156 c,7.04,443.483
Kepler-1560 b,0.64,502.497
Kepler-1561 b,1.32,839.076
Kepler-1562 b,12.3,2060.72
Kepler-1563 b,0.347,616.697
Kepler-1564 b,2.76,908.805
Kepler-1565 b,1.81,629.93
Kepler-1566 b,0.418,466.586
Kepler-1567 b,7.9,1206.11
Kepler-1568 b,2.24,916.313
Kepler-1569 b,3.46,945.454
Kepler-157 b,2.3,773.713
Kepler-157 c,5.65,773.713
Kepler-157 d,2.73,773.713
Kepler-1570 b,1.24,918.995
Kepler-1571 b,2.92,675.303
Kepler-1572 b,0.779,946.602
Kepler-1573 b,1.87,1455.36
Kepler-1574 b,2.21,1384.16
Kepler-1575 b,2.27,1246.92
Kepler-1576 b,1.12,460.91
Kepler-1577 b,1.51,510.029
Kepler-1578 b,1.12,1064.05
Kepler-1579 b,0.52,466
Kepler-158 b,5.14,315.177
Kepler-158 c,4.27,315.177
Kepler-1580 b,5.1,1002.02
Kepler-1581 b,0.437,493.175
Kepler-1582 b,2.83,78.8906
Kepler-1583 b,0.156,403.933
Kepler-1584 b,3.22,1416.31
Kepler-1585 b,3.86,944.465
Kepler-1586 b,2.92,552.55
Kepler-1587 b,2.33,1026.48
Kepler-1588 b,0.363,924.141
Kepler-1589 b,1.32,1513.14
Kepler-159 b,6.26,373.744
Kepler-159 c,11.5,373.744
Kepler-1590 b,1.55,771.152
Kepler-1591 b,2.15,1419.58
Kepler-1592 b,2.99,1639.47
Kepler-1593 b,10.2,638.249
Kepler-1594 b,1.2,976.868
Kepler-1595 b,2.04,845.022
Kepler-1596 b,4.27,2146.23
Kepler-1597 b,1.2,1221.05
Kepler-1598 b,0.809,619.862
Kepler-1599 b,3.26,1328.2
Kepler-16 b,105.833,75.0852
Kepler-160 b,3.59,937.013
Kepler-160 c,13.6,937.013
Kepler-160 d,100,937.013
Kepler-1600 b,9.96,1030.81
Kepler-1600 c,4.43,1030.81
Kepler-1601 b,0.477,644.456
Kepler-1602 b,2.36,629.804
Kepler-1603 b,2.21,2712.58
Kepler-1604 b,2.57,541.189
Kepler-1605 b,1.28,546.23
Kepler-1606 b,4.94,831.287
Kepler-1607 b,0.721,1286.1
Kepler-1608 b,3.64,832
Kepler-1609 b,5.56,1826.04
Kepler-161 b,12.1,434.632
Kepler-161 c,11.8,434.632
Kepler-1610 b,3.22,864.331
Kepler-1611 b,0.457,908.444
Kepler-1612 b,1.08,764.726
Kepler-1613 b,4.98,1508.33
Kepler-1614 b,2.83,1191.19
Kepler-1615 b,4.9,1393.83
Kepler-1616 b,1.04,1137.81
Kepler-1617 b,1.87,898.31
Kepler-1618 b,2.13,1229.25
Kepler-1619 b,0.363,734.85
Kepler-162 b,2.13,855.641
Kepler-162 c,9.43,855.641
Kepler-1620 b,3.22,895.069
Kepler-1621 b,5.31,1631.66
Kepler-1622 b,2.76,796.477
Kepler-1623 b,2.27,837.481
Kepler-1624 b,27.6,258.979
Kepler-1625 b,30.6,2310.11
Kepler-1626 b,4.74,1368.83
Kepler-1627 b,13.2,317.437
Kepler-1628 b,33.8,352
Kepler-1629 b,0.381,336.09
Kepler-163 b,1.16,689.814
Kepler-163 c,5.73,689.814
Kepler-1630 b,5.43,331.213
Kepler-1631 b,2.39,1305.99
Kepler-1632 b,6.66,716.76
Kepler-1633 b,3.12,1114.91
Kepler-1634 b,10.3,617.339
Kepler-1635 b,12.9,1069.45
Kepler-1636 b,10.5,1947.54
Kepler-1637 b,0.64,567.187
Kepler-1638 b,4.16,1525.52
Kepler-1639 b,7.18,1031.31
Kepler-164 b,2.57,890.758
Kepler-164 c,7.9,890.758
Kepler-164 d,6.57,890.758
Kepler-1640 b,20.7,1859.78
Kepler-1641 b,9.85,860.37
Kepler-1641 c,9.01,860.37
Kepler-1642 b,10.3,413.873
Kepler-1642 c,7.56,413.873
Kepler-1643 b,5.99,341.774
Kepler-1644 b,4.19,629.27
Kepler-1645 b,3.82,1202.47
Kepler-1646 b,2.04,127.591
Kepler-1647 b,483,1212.45
Kepler-1649 b,1.03,92.1913
Kepler-1649 c,1.2,92.1913
Kepler-165 b,5.99,560.885
Kepler-165 c,5.6,560.885
Kepler-1650 b,0.84,134.397
Kepler-1651 b,4.04,66.4074
Kepler-1652 b,3.19,252
Kepler-1653 b,5.35,755
Kepler-1654 b,158.915,568.117
Kepler-1655 b,5,213.26
Kepler-1656 b,47.8,185.875
Kepler-1656 c,126.4,185.875
Kepler-1658 b,1868.8404,788.238
Kepler-166 b,5.77,603.53
Kepler-166 c,6.26,603.53
Kepler-166 d,3.64,603.53
Kepler-1661 b,17,410.607
Kepler-1663 b,10.9,337.926
Kepler-1664 b,9.45,626.691
Kepler-1665 b,8.44,335.515
Kepler-1666 b,8.66,1379.37
Kepler-1666 c,10.5,1379.37
Kepler-1667 b,9.19,626.819
Kepler-1668 b,17.4,1335.64
Kepler-1669 b,8.15,543.444
Kepler-1669 c,4.27,543.444
Kepler-167 b,3.6,341.908
Kepler-167 c,3.44,341.908
Kepler-167 d,2.06,341.908
Kepler-167 e,321.00669,341.908
Kepler-1670 b,11.2,2065.98
Kepler-1671 b,2.32,357.059
Kepler-1672 b,9.11,391.181
Kepler-1673 b,8.93,727.187
Kepler-1674 b,10.4,1012.48
Kepler-1675 b,9.93,651.117
Kepler-1677 b,7.76,735.369
Kepler-1678 b,10.9,847.339
Kepler-1679 b,4.93,909.28
Kepler-168 b,2.73,1343.6
Kepler-168 c,7.7,1343.6
Kepler-1680 b,2.42,310.315
Kepler-1681 b,7.05,758.3
Kepler-1682 b,8.7,1159.85
Kepler-1683 b,4.17,733.143
Kepler-1684 b,8.6,621.996
Kepler-1685 b,7.16,1141.89
Kepler-1686 b,2.62,729.823
Kepler-1687 b,3.38,417.014
Kepler-1688 b,2.13,567.4468709
Kepler-1689 b,0.799,294.122
Kepler-169 b,1.51,406.529
Kepler-169 c,1.92,406.529
Kepler-169 d,2.1,406.529
Kepler-169 e,5.48,406.529
Kepler-169 f,7.18,406.529
Kepler-1690 b,8.3,703.789
Kepler-1691 b,4.02,1267.67
Kepler-1692 b,1.42,591.019
Kepler-1693 b,2.21,760.065
Kepler-1693 c,0.894,760.065
Kepler-1694 b,1.76,513.329
Kepler-1695 b,1.46,791.175
Kepler-1696 b,8.29,1506.36
Kepler-1697 b,2.12,247.771
Kepler-1698 b,1.25,222.345
Kepler-1699 b,3.08,818.759
Kepler-17 b,778.65,720.753
Kepler-170 b,82.6,738.657
Kepler-170 c,8.55,738.657
Kepler-1700 b,8.76,717.597
Kepler-1701 b,5.57,584.142
Kepler-1702 b,3.2,857.14
Kepler-1704 b,1322.16617,835.455
Kepler-1705 b,4.47,1633.49
Kepler-1705 c,5.42,1633.49
Kepler-1708 b,1462.01067,1666.69
Kepler-1709 b,9.93,273.946
Kepler-171 b,6.08,863.855
Kepler-171 c,7.08,863.855
Kepler-171 d,4.23,863.855
Kepler-1710 b,10.3,305.193
Kepler-1711 b,4.36,590.268
Kepler-1712 b,5.83,156.264
Kepler-1713 b,3.59,295.293
Kepler-1714 b,10.7,409.46
Kepler-1715 b,16,522.605
Kepler-1716 b,6.46,195.439
Kepler-1717 b,9.21,1008.79
Kepler-1718 b,7.12,375.522
Kepler-1719 b,14.8,905.406
Kepler-172 b,6.12,828.592
Kepler-172 c,8.55,828.592
Kepler-172 d,5.69,828.592
Kepler-172 e,8.05,828.592
Kepler-1720 b,10.4,629.445
Kepler-1721 b,9.9,641.374
Kepler-1722 b,8.58,772.283
Kepler-1723 b,8.65,811.278
Kepler-1724 b,8.43,1060.77
Kepler-1725 b,8.31,558.652
Kepler-1726 b,6.84,390.552
Kepler-1727 b,10.2,894.187
Kepler-1728 b,9.04,651.783
Kepler-1729 b,14.4,576.181
Kepler-173 b,2.21,833.165
Kepler-173 c,6.48,833.165
Kepler-1730 b,18.4,1427.08
Kepler-1731 b,8.92,169.948
Kepler-1732 b,15.7,1289.41
Kepler-1733 b,12.8,2080.51
Kepler-1734 b,9.74,1482.83
Kepler-1735 b,1.84,245.303
Kepler-1736 b,14.3,1430
Kepler-1738 b,8.37,1302.87
Kepler-1739 b,6.48,783.666
Kepler-174 b,4.5,384.757
Kepler-174 c,2.83,384.757
Kepler-174 d,5.43,384.757
Kepler-1740 b,11,1061.77
Kepler-1741 b,2.16,270.739
Kepler-1742 b,5.38,669.573
Kepler-1743 b,3.18,538.807
Kepler-1744 b,13.6,1091.63
Kepler-1745 b,4.38,996.105
Kepler-1746 b,59.1,979.541
Kepler-1747 b,16.8,1321.38
Kepler-1748 b,7.81,1083.28
Kepler-1749 b,3.23,268.2
Kepler-175 b,7.08,1312.34
Kepler-175 c,9.8,1312.34
Kepler-1750 b,30.1,1497.33
Kepler-1751 b,3.98,1291.47
Kepler-1752 b,18.7,962.888
Kepler-1753 b,5.59,707.688
Kepler-1754 b,6.53,718.945
Kepler-1755 b,29.4,982.383
Kepler-1757 b,8.99,807.308
Kepler-1758 b,7.13,1588.41
Kepler-1759 b,0.676,385.348
Kepler-176 b,2.63,527.321
Kepler-176 c,23,527.321
Kepler-176 d,15.2,527.321
Kepler-176 e,2.7,527.321
Kepler-1761 b,2.51,221.186
Kepler-1762 b,8.05,1663.74
Kepler-1763 b,1.59,756.486
Kepler-1764 b,18.8,1542.48
Kepler-1765 b,6.78,764.456
Kepler-1766 b,5.81,501.229
Kepler-1767 b,9.34,820.506
Kepler-1768 b,5.62,632.766
Kepler-1769 b,18.2,438.412
Kepler-177 b,5.84,1435.44
Kepler-177 c,14.7,1435.44
Kepler-1770 b,8.45,582.942
Kepler-1771 b,15.5,565.752
Kepler-1772 b,7.68,871.564
Kepler-1773 b,12.1,681.255
Kepler-1774 b,10.2,816.592
Kepler-1775 b,12.9,657.023
Kepler-1776 b,7.33,690.336
Kepler-1777 b,5.19,619.146
Kepler-1778 b,9.36,1276.29
Kepler-1779 b,9.44,908.501
Kepler-178 b,8.75,716.025
Kepler-178 c,8.65,716.025
Kepler-178 d,14.8,716.025
Kepler-1780 b,12.7,790.516
Kepler-1781 b,6.26,962.63
Kepler-1782 b,5.6,305.792
Kepler-1783 b,2.3,264.078
Kepler-1784 b,8.24,883.045
Kepler-1785 b,7.77,745.74
Kepler-1786 b,10.1,863.909
Kepler-1787 b,5.99,778.602
Kepler-1788 b,6.25,560.445
Kepler-1789 b,8.4,611.461
Kepler-179 b,3.33,605.68
Kepler-179 c,4.66,605.68
Kepler-1790 b,10,1070.17
Kepler-1791 b,9.91,602.218
Kepler-1792 b,6.89,601.029
Kepler-1793 b,13.8,1189.88
Kepler-1794 b,3.87,561.229
Kepler-1796 b,8,825.883
Kepler-1797 b,9.58,1338.49
Kepler-1798 b,5.94,395.196
Kepler-1799 b,15.9,2254.69
Kepler-18 b,6.9,433.047
Kepler-18 c,17.3,433.047
Kepler-18 d,16.4,433.047
Kepler-180 b,2.86,695.65
Kepler-180 c,9.32,695.65
Kepler-1800 b,0.961,350.455
Kepler-1801 b,7.8,839.332
Kepler-1802 b,3.43,636.694
Kepler-1802 c,6,636.694
Kepler-1804 b,3.18,434.456
Kepler-1805 b,3,221.639
Kepler-1806 b,6.15,978.066
Kepler-1807 b,7.77,1299.32
Kepler-1808 b,9.4,1022.01
Kepler-1809 b,2.9,409.602
Kepler-181 b,2.15,609.283
Kepler-181 c,4.62,609.283
Kepler-1810 b,14.6,1009.87
Kepler-1811 b,14.1,1390.56
Kepler-1812 b,6.01,1409.19
Kepler-1814 b,6.21,726.346
Kepler-1815 b,7.99,1006.63
Kepler-1816 b,4.53,437.823
Kepler-1817 b,5.79,748.569
Kepler-1818 b,3.58,1034.59
Kepler-1819 b,14.5,1363.19
Kepler-182 b,7.18,1549.09
Kepler-182 c,11.6,1549.09
Kepler-1820 b,9.9,1425.39
Kepler-1821 b,7.24,799.699
Kepler-1822 b,7.5,897.597
Kepler-1823 b,5,724.971
Kepler-1824 b,6.26,1040.1
Kepler-1825 b,2.61,430.254
Kepler-1826 b,2.78,336.952
Kepler-1827 b,4.1,686.461
Kepler-1828 b,5.13,871.81
Kepler-1829 b,6.71,679.921
Kepler-183 b,4.9,1050.64
Kepler-183 c,35.7,1050.64
Kepler-1830 b,11.1,1056.88
Kepler-1831 b,4.54,1053.49
Kepler-1832 b,2.02,486.174
Kepler-1833 b,2.24,591.602
Kepler-1834 b,2.73,500.395
Kepler-1835 b,12.2,1404.38
Kepler-1836 b,7.05,1472.62
Kepler-1837 b,4.92,1229.18
Kepler-1838 b,3.4,451.242
Kepler-1839 b,4.46,1136.6
Kepler-184 b,6.17,610.326
Kepler-184 c,8.8,610.326
Kepler-184 d,6.76,610.326
Kepler-1840 b,8.13,513.107
Kepler-1841 b,2.82,631.7
Kepler-1842 b,6.14,923.551
Kepler-1843 b,7.8,784.625
Kepler-1844 b,9.46,1804.36
Kepler-1845 b,6.52,710.724
Kepler-1846 b,3.76,374.615
Kepler-1847 b,7.97,1693.86
Kepler-1848 b,2.57,309.696
Kepler-1849 b,6.29,631.884
Kepler-185 b,1.71,466.735
Kepler-185 c,4.74,466.735
Kepler-1850 b,0.313,250.199
Kepler-1851 b,14.5,1589.81
Kepler-1852 b,4.22,772.481
Kepler-1853 b,2.92,562.348
Kepler-1854 b,7.21,423.348
Kepler-1856 b,3.66,848.76
Kepler-1857 b,4.5,853.275
Kepler-1858 b,6.44,833.055
Kepler-1859 b,3.13,1331.25
Kepler-186 b,1.24,177.594
Kepler-186 c,2.1,177.594
Kepler-186 d,2.54,177.594
Kepler-186 e,2.15,177.594
Kepler-186 f,1.71,177.594
Kepler-1860 b,1.55,438.703
Kepler-1861 b,5.5,829.985
Kepler-1862 b,5.49,1232.19
Kepler-1863 b,5.74,865.546
Kepler-1864 b,0.353,298.894
Kepler-1865 b,3.11,922.255
Kepler-1866 b,4.99,976.737
Kepler-1867 b,1.65,680.583
Kepler-1868 b,10.1,274.18
Kepler-1869 b,1.46,113.025
Kepler-187 b,2.57,1143
Kepler-187 c,7.61,1143
Kepler-1870 b,5.07,407.216
Kepler-1871 b,6.44,854.623
Kepler-1872 b,6.28,840.182
Kepler-1873 b,3.28,820.957
Kepler-1874 b,5.52,408.007
Kepler-1875 b,10.5,1660.45
Kepler-1876 b,0.905,259.935
Kepler-1877 b,0.179,285.312
Kepler-1878 b,8.86,1494.3
Kepler-1879 b,4.92,627.171
Kepler-188 b,3.46,968.544
Kepler-188 c,10.3,968.544
Kepler-1880 b,5.13,611.041
Kepler-1881 b,9.17,1057.21
Kepler-1882 b,2.81,443.371
Kepler-1883 b,10.6,1377.61
Kepler-1884 b,3.95,1443.09
Kepler-1885 b,2.89,818.482
Kepler-1886 b,7.18,1059.51
Kepler-1887 b,8.88,1366.18
Kepler-1888 b,2.32,402.947
Kepler-1889 b,8.98,1395.13
Kepler-189 b,1.92,591.534
Kepler-189 c,22.7,591.534
Kepler-1890 b,0.587,529.596
Kepler-1891 b,2.93,596.24
Kepler-1892 b,4.03,851.595
Kepler-1893 b,3.55,1050.72
Kepler-1894 b,1.87,935.191
Kepler-1895 b,5.14,984.187
Kepler-1896 b,9.8,1732.91
Kepler-1897 b,8.32,983.174
Kepler-1898 b,0.76,360.921
Kepler-1899 b,3.02,711.509
Kepler-19 b,8.4,218.562
Kepler-19 c,13.1,218.562
Kepler-19 d,22.5,218.562
Kepler-190 b,3.05,433.387
Kepler-190 c,2.73,433.387
Kepler-1900 b,3.27,1540.43
Kepler-1901 b,2.77,1028.37
Kepler-1902 b,1.74,344.337
Kepler-1903 b,5.85,1775.44
Kepler-1904 b,2.51,270.854
Kepler-1905 b,2.69,1051.53
Kepler-1906 b,8.13,1360.63
Kepler-1907 b,0.589,292.111
Kepler-1907 c,1.63,292.111
Kepler-1909 b,1.33,763.662
Kepler-191 b,2.36,594.464
Kepler-191 c,4.12,594.464
Kepler-191 d,5.82,594.464
Kepler-1911 b,1.01,269.912
Kepler-1912 b,2.41,297.017
Kepler-1913 b,2.92,876.3
Kepler-1914 b,8.97,1621.56
Kepler-1915 b,10.4,1514.66
Kepler-1916 b,7.35,2055.82
Kepler-1917 b,4.23,909.037
Kepler-1918 b,5.89,1030.11
Kepler-1919 b,7.38,1177.53
Kepler-192 b,7.95,651.674
Kepler-192 c,8.2,651.674
Kepler-192 d,1.04,651.674
Kepler-1920 b,9.03,885.913
Kepler-1921 b,8.72,928.989
Kepler-1922 b,5.86,1344.29
Kepler-1923 b,4.5,990.838
Kepler-1924 b,7.53,1910.77
Kepler-1925 b,9.28,1771.31
Kepler-1926 b,5.97,667.405
Kepler-1927 b,11.5,1091
Kepler-1928 b,4.63,326.362
Kepler-1929 b,9.65,508.201
Kepler-193 b,6.3,1009.1
Kepler-193 c,8,1009.1
Kepler-1930 b,2.95,275.694
Kepler-1931 b,7.53,620.091
Kepler-1932 b,2.91,713.733
Kepler-1933 b,1.76,328.007
Kepler-1934 b,0.702,428.514
Kepler-1935 b,6.82,904.702
Kepler-1936 b,10.2,871.096
Kepler-1937 b,9.39,905.069
Kepler-1938 b,4,421.152
Kepler-1939 b,1.68,189.833
Kepler-194 b,2.89,1097.97
Kepler-194 c,7.22,1097.97
Kepler-194 d,6.35,1097.97
Kepler-1940 b,3.01,798.595
Kepler-1941 b,7.51,1494.39
Kepler-1942 b,5.13,842.492
Kepler-1943 b,3.02,1004.55
Kepler-1944 b,8.05,1076.48
Kepler-1946 b,6.75,1002.12
Kepler-1947 b,1.01,468.771
Kepler-1948 b,1.09,193.903
Kepler-1949 b,5.56,2617.35
Kepler-195 b,4.78,652.051
Kepler-195 c,3.02,652.051
Kepler-1950 b,2.95,697.253
Kepler-1951 b,6,1277.32
Kepler-1952 b,2.07,852.062
Kepler-1953 b,2.2,605.631
Kepler-1954 b,3.9,1373.83
Kepler-1955 b,1.69,449.351
Kepler-1956 b,1.32,360.468
Kepler-1957 b,0.79,460.899
Kepler-1958 b,4.86,1320.38
Kepler-1959 b,1.57,479.263
Kepler-196 b,4.27,451.312
Kepler-196 c,5.65,451.312
Kepler-196 d,7.56,451.312
Kepler-1960 b,2.26,1527.56
Kepler-1961 b,3.25,1042.45
Kepler-1962 b,1.95,866.826
Kepler-1963 b,0.337,492.847
Kepler-1965 b,2.4,521.791
Kepler-1966 b,1.39,484.601
Kepler-1967 b,0.315,249.102
Kepler-1968 b,2.86,750.93
Kepler-1969 b,3.47,1204.54
Kepler-197 b,1.04,330.575
Kepler-197 c,5.3,330.575
Kepler-197 d,1.98,330.575
Kepler-197 e,0.693,330.575
Kepler-1972 b,2.02,287.339
Kepler-1972 c,2.11,287.339
Kepler-1976 b,,1314.51
Kepler-198 b,8.35,495.358
Kepler-198 c,6.66,495.358
Kepler-198 d,2.96,495.358
Kepler-199 b,9.85,521.054
Kepler-199 c,10.6,521.054
Kepler-20 b,9.7,282.563
Kepler-20 c,12.75,282.563
Kepler-20 d,10.07,282.563
Kepler-20 e,3.08,282.563
Kepler-20 f,14.3,282.563
Kepler-20 g,19.96,282.563
Kepler-200 b,5.18,665.912
Kepler-200 c,3.15,665.912
Kepler-201 b,6.62,636.445
Kepler-201 c,8.5,636.445
Kepler-202 b,3.29,285.111
Kepler-202 c,4.08,285.111
Kepler-203 b,7.13,703.302
Kepler-203 c,749.9,703.302
Kepler-203 d,33.9,703.302
Kepler-204 b,6.94,686.723
Kepler-204 c,3.86,686.723
Kepler-205 b,2.89,159.72
Kepler-205 c,3.33,159.72
